Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
Indiana Jones y el dial del destino (Blu-Ray),"18,99 €",DIVISA RED S.A.,5 de diciembre de 2023,"Castellano
Inglés
Catalán",Castellano,2023,EEUU,154 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49584910-indiana-jones-y-el-dial-del-destino-blu-ray/?parentCategoryId=999.54220013&color=default
Mad Max: Furia en la carretera (4K Ultra HD + Blu-Ray),"19,95 €",Warner,10 de noviembre de 2020,"Inglés, Dolby TrueHD
Francés, Dolby TrueHD
Castellano, Dolby Digital 5,1
Italiano, Dolby Digital 5,1","Castellano
Danés
Finés
Holandés
Francés
Italiano
Noruego
Sueco
Francés",,EEUU,120 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A37597434-mad-max-furia-en-la-carretera-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 6: Fallout (Edición Metálica) (4K Ultra HD + Blu-Ray),"31,99 €",,,,,,,,,https://www.elcorteingles.es/cine/A48309863-mision-imposible-6-fallout-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
LOS REYES DEL CRIMEN,"4,94 €",DVD STORE,,"Inglés
Castellano
Español",Español,2019,EEUU,120,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A1989360-los-reyes-del-crimen/?parentCategoryId=999.54220013&color=default
Sin Tregua (End Of Watch),N/A,,7 de diciembre de 2017,Castellano,,,España,,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/MP_0008858_8436540902924-sin-tregua-end-of-watch/?parentCategoryId=999.54220013&color=default
Ip Man Ii Yip Man 2: Chung Si Chuen Kei,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano
Chino","Portugués
Castellano
Inglés",2010,Hong-Kong,108,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46616025-ip-man-ii-yip-man-2-chung-si-chuen-kei/?parentCategoryId=999.54220013&color=default
Fuerza de vigilancia (DVD),N/A,RESEARCH ENTERTAINMENT SL,23 de noviembre de 2016,",",,,,83,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine8038-fuerza-de-vigilancia-dvd/?parentCategoryId=999.54220013&color=default
"Filth, El Sucio (DVD)",N/A,CAMEO MEDIA S.L.,2 de noviembre de 2016,",",,,,92,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine8044-filth-el-sucio-dvd/?parentCategoryId=999.54220013&color=default
En Tierra Peligrosa BD 1994 On Deadly Ground,N/A,DVD STORE,9 de enero de 2024,"Castellano
Alemán","Español
Alemán
Inglés",1994,EEUU,101,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A32182039-en-tierra-peligrosa-bd-1994-on-deadly-ground/?parentCategoryId=999.54220013&color=default
Prueba De Vida BD 2000 Proof of Life,"13,69 €",DVD STORE,9 de enero de 2024,"Italiano
Castellano
Inglés","Castellano
Inglés",2000,EEUU,135,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A41463524-prueba-de-vida-bd-2000-proof-of-life/?parentCategoryId=999.54220013&color=default
Unidad de élite,"12,95 €",DVD STORE,,",",Español,2012,Francia,96,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A24360587-unidad-de-elite/?parentCategoryId=999.54220013&color=default
Plan De Escape 2 BLU-RAY 2018 Escape Plan 2: Hades,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano",Castellano,2018,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A46616024-plan-de-escape-2-blu-ray-2018-escape-plan-2-hades/?parentCategoryId=999.54220013&color=default
Ice Road BD 2021,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2021,EEUU,108,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45697521-ice-road-bd-2021/?parentCategoryId=999.54220013&color=default
Belleza Mortal BD 1987 Fatal Beauty,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán","Alemán
Castellano
Inglés",1987,EEUU,104,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A40780057-belleza-mortal-bd-1987-fatal-beauty/?parentCategoryId=999.54220013&color=default
Presa de la Secta BD 1995 The Hunted,N/A,DVD STORE,9 de enero de 2024,"Alemán
Castellano
Inglés","Alemán
Castellano
Inglés",1995,EEUU,110,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39760269-presa-de-la-secta-bd-1995-the-hunted/?parentCategoryId=999.54220013&color=default
En Tierra Peligrosa 2 Fire Down Below,16 €,DVD STORE,,"Español
Inglés","Alemán
Inglés",1997,EEUU,105,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A34957386-en-tierra-peligrosa-2-fire-down-below/?parentCategoryId=999.54220013&color=default
Black Dog BD 1998,"15,70 €",DVD STORE,9 de enero de 2024,"Español
Inglés",,1998,EEUU,88,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A34957389-black-dog-bd-1998/?parentCategoryId=999.54220013&color=default
"Robin Hood, Príncipe De Los Ladrones BLU-RAY 1991 Robin Hood: Prince of Thieves","16,53 €",DVD STORE,9 de enero de 2024,"Alemán
Francés
Castellano
Inglés
Castellano",Inglés,1991,EEUU,138,Para todos los públicos,https://www.elcorteingles.es/cine/A47752085-robin-hood-principe-de-los-ladrones-blu-ray-1991-robin-hood-prince-of-thieves/?parentCategoryId=999.54220013&color=default
Shopping DVD 1994,"9,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano","Castellano
Inglés",1994,EEUU,85,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A40219777-shopping-dvd-1994/?parentCategoryId=999.54220013&color=default
Rollerball Rollerball,"13,69 €",DVD STORE,9 de enero de 2024,Español,"Español
Inglés",2002,EEUU,125,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A36884302-rollerball-rollerball/?parentCategoryId=999.54220013&color=default
Justa Venganza Wake Of Death,N/A,DVD STORE,,"Inglés
Castellano","Castellano
Inglés",2004,Reino Unido,91,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41590313-justa-venganza-wake-of-death/?parentCategoryId=999.54220013&color=default
El Vuelo del Fénix The Flight Of The Phoenix,"15,70 €",DVD STORE,9 de enero de 2024,Español,"Español
Inglés
Alemán
Portugués",2004,EEUU,143,Para todos los públicos,https://www.elcorteingles.es/cine/A41270708-el-vuelo-del-fenix-the-flight-of-the-phoenix/?parentCategoryId=999.54220013&color=default
Se Busca Vivo o Muerto BD 1987 Wanted: Dead or Alive,"13,69 €",DVD STORE,9 de enero de 2024,"Italiano
Inglés
Castellano","Portugués
Castellano
Inglés",1987,EEUU,106,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A40219785-se-busca-vivo-o-muerto-bd-1987-wanted-dead-or-alive/?parentCategoryId=999.54220013&color=default
El Sabor de la Muerte BD 1995 Kiss of Death,N/A,DVD STORE,9 de enero de 2024,Español,"Español
Inglés
Alemán",1995,EEUU,100,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A44447647-el-sabor-de-la-muerte-bd-1995-kiss-of-death/?parentCategoryId=999.54220013&color=default
Cazador a Sueldo BD 1980 The Hunter,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés","Francés
Alemán
Italiano
Castellano
Inglés",1980,EEUU,98,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45038990-cazador-a-sueldo-bd-1980-the-hunter/?parentCategoryId=999.54220013&color=default
Los Dientes Del Diablo BD 1960 The Savage Innocents,"13,69 €",DVD STORE,9 de enero de 2024,Castellano,"Castellano
Inglés",1960,Reino Unido,110,Para todos los públicos,https://www.elcorteingles.es/cine/A31188684-los-dientes-del-diablo-bd-1960-the-savage-innocents/?parentCategoryId=999.54220013&color=default
Ip Man 4 BLU-RAY 2019 Yip Man 4,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano
Chino","Portugués
Castellano
Inglés",2019,Hong-Kong,104,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A47163336-ip-man-4-blu-ray-2019-yip-man-4/?parentCategoryId=999.54220013&color=default
Infierno en Alcatraz 1987,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,1987,EEUU,96,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/MP_0000572_35487-infierno-en-alcatraz-1987/?parentCategoryId=999.54220013&color=default
Trío de Ases 1983,"10,90 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",,1983,EEUU,195,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_35450-trio-de-ases-1983/?parentCategoryId=999.54220013&color=default
El Temible Burlón The Crimson Pirate,N/A,DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",1952,Reino Unido,104,Para todos los públicos,https://www.elcorteingles.es/cine/A48220578-el-temible-burlon-the-crimson-pirate/?parentCategoryId=999.54220013&color=default
Patrulla De Rescate (Flight From Ashiya),N/A,,7 de diciembre de 2017,"Castellano
Castellano
Castellano",Inglés,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8437005055599-patrulla-de-rescate-flight-from-ashiya/?parentCategoryId=999.54220013&color=default
BRICK MANSIONS (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés
Inglés","Catalán
Catalán",,,,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/MP_0008555_8436540904980-brick-mansions-dvd/?parentCategoryId=999.54220013&color=default
En el Filo DVD 2020 Na ostrie,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano","Castellano
Inglés",2019,Rusia,109,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45983956-en-el-filo-dvd-2020-na-ostrie/?parentCategoryId=999.54220013&color=default
Shaolin. La Leyenda de Los Monjes Guerreros Shaolin,"13,90 €",DVD STORE,9 de enero de 2024,Castellano,Castellano,2011,Hong-Kong,131,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A7474533-shaolin-la-leyenda-de-los-monjes-guerreros-shaolin/?parentCategoryId=999.54220013&color=default
MOTIN (DVD),"4,94 €",,15 de marzo de 2018,"Inglés
Inglés","Español
Español",1969,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8436548866181-motin-dvd/?parentCategoryId=999.54220013&color=default
Soldado Universal: Regeneración BLU RAY 2009 Universal Soldier: Regeneration,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Inglés",2009,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A35857729-soldado-universal-regeneracion-blu-ray-2009-universal-soldier-regeneration/?parentCategoryId=999.54220013&color=default
El Trueno Azul Blue Thunder,"19,94 €",DVD STORE,9 de enero de 2024,Español,,1983,EEUU,495,Para todos los públicos,https://www.elcorteingles.es/cine/A41478931-el-trueno-azul-blue-thunder/?parentCategoryId=999.54220013&color=default
Spy Kids (DVD),N/A,"SAVOR EDICIONES, S.A.",2 de noviembre de 2009,",",,,,,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine7792-spy-kids-dvd/?parentCategoryId=999.54220013&color=default
Buscando Justicia BD 1991 Out for Justice,N/A,DVD STORE,,"Español
Inglés","Español
Alemán
Inglés",1991,EEUU,91,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A34930542-buscando-justicia-bd-1991-out-for-justice/?parentCategoryId=999.54220013&color=default
Rapid Fire BD 1992,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Alemán
Inglés
Español","Español
Alemán
Inglés",1992,EEUU,95,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A37758259-rapid-fire-bd-1992/?parentCategoryId=999.54220013&color=default
Starsky & Hutch: La película (Starsky and Hutch: The Movie),N/A,,7 de diciembre de 2017,Dato no disponible,,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8435153736322-starsky-and-hutch-la-pelicula-starsky-and-hutch-the-movie/?parentCategoryId=999.54220013&color=default
Tormenta Blanca BD 1996 White Squall,"15,70 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués
Inglés",1996,EEUU,128,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A37217772-tormenta-blanca-bd-1996-white-squall/?parentCategoryId=999.54220013&color=default
Sin escape BD 1993 Nowhere to Run,"13,69 €",DVD STORE,9 de enero de 2024,"Alemán
Español","Español
Alemán
Inglés",1993,EEUU,94,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A36230304-sin-escape-bd-1993-nowhere-to-run/?parentCategoryId=999.54220013&color=default
6 Balas BD 2012 6 Bullets,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán
Inglés","Alemán
Castellano
Inglés",2012,EEUU,114,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39167884-6-balas-bd-2012-6-bullets/?parentCategoryId=999.54220013&color=default
Volar por los Aires Blown Away,N/A,DVD STORE,9 de enero de 2024,"Italiano
Alemán
Francés
Inglés
Castellano
Español","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",1994,EEUU,120,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A48220581-volar-por-los-aires-blown-away/?parentCategoryId=999.54220013&color=default
El Hidalgo de los Mares BD 1951 Captain Horatio Hornblower,"14,94 €",DVD STORE,,"Castellano
Italiano
Inglés
Alemán
Francés","Francés
Alemán
Italiano
Castellano
Inglés",1951,EEUU,117,Para todos los públicos,https://www.elcorteingles.es/cine/A45983962-el-hidalgo-de-los-mares-bd-1951-captain-horatio-hornblower/?parentCategoryId=999.54220013&color=default
El Hombre De Rio (L'Homme De Rio),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558190764-el-hombre-de-rio-lhomme-de-rio/?parentCategoryId=999.54220013&color=default
Libertad Para Morir BD 1985 Death Warrant,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés",,1990,EEUU,88,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A35395539-libertad-para-morir-bd-1985-death-warrant/?parentCategoryId=999.54220013&color=default
Eliminators BD 2016,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2016,Reino Unido,94,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A45038988-eliminators-bd-2016/?parentCategoryId=999.54220013&color=default
Ataque Terrorista BD 2009 Command Performance,"14,94 €",DVD STORE,9 de enero de 2024,Castellano,Inglés,2009,Rusia,105,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A45697510-ataque-terrorista-bd-2009-command-performance/?parentCategoryId=999.54220013&color=default
Bala Blindada 1987 Man on Fire,N/A,DVD STORE,9 de enero de 2024,"Castellano
Italiano
Alemán
Francés
Inglés","Francés
Italiano
Castellano
Inglés",1987,Francia,98,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A47163338-bala-blindada-1987-man-on-fire/?parentCategoryId=999.54220013&color=default
Bailando con Lobos BD + DVD Edición Metálica Limitada+ 8 Postales 1990 Dance With Wolves,26 €,DVD STORE,9 de enero de 2024,Castellano,"Castellano
Inglés",1990,EEUU,180,Para todos los públicos,https://www.elcorteingles.es/cine/A33303083-bailando-con-lobos-bd--dvd-edicion-metalica-limitada-8-postales-1990-dance-with-wolves/?parentCategoryId=999.54220013&color=default
"Robin Hood, el Magnífico BD 1991 Robin Hood","13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",1991,EEUU,104,Para todos los públicos,https://www.elcorteingles.es/cine/A38877077-robin-hood-el-magnifico-bd-1991-robin-hood/?parentCategoryId=999.54220013&color=default
Kill Switch BD 2008,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2008,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A45038992-kill-switch-bd-2008/?parentCategoryId=999.54220013&color=default
El Pastor de las Colinas BD 1941 The Shepherd of the Hills,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán
Inglés","Español
Francés
Portugués
Inglés",1941,EEUU,98,Para todos los públicos,https://www.elcorteingles.es/cine/A39358331-el-pastor-de-las-colinas-bd-1941-the-shepherd-of-the-hills/?parentCategoryId=999.54220013&color=default
Plan De Escape 3 BLU-RAY 2019 Escape Plan: The Extractors,"14,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano",Castellano,2019,EEUU,97,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A47163337-plan-de-escape-3-blu-ray-2019-escape-plan-the-extractors/?parentCategoryId=999.54220013&color=default
Hombres de Élite BD 2015 Life on the Line,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2015,EEUU,97,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45983961-hombres-de-elite-bd-2015-life-on-the-line/?parentCategoryId=999.54220013&color=default
Infierno Blanco BLU-RAY 1953 Island In The Sky,"14,94 €",DVD STORE,,"Castellano
Italiano
Alemán
Francés
Inglés","Francés
Alemán
Italiano
Castellano
Inglés",1953,EEUU,109,Para todos los públicos,https://www.elcorteingles.es/cine/A47163339-infierno-blanco-blu-ray-1953-island-in-the-sky/?parentCategoryId=999.54220013&color=default
El Rector The Principal,"15,70 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán
Francés
Inglés
Italiano","Francés
Alemán
Italiano
Castellano
Inglés",1987,EEUU,110,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39167885-el-rector-the-principal/?parentCategoryId=999.54220013&color=default
En busca y captura (DVD),N/A,CAMEO MEDIA S.L.,2 de noviembre de 2016,Inglés,"Castellano
Portugués",,,92,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine8134-en-busca-y-captura-dvd/?parentCategoryId=999.54220013&color=default
PERDIDOS EN LA NIEVE (DVD),N/A,,22 de marzo de 2018,"Alemán
Alemán
Alemán
Alemán
Alemán
Alemán",Español,2012,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8436540903846-perdidos-en-la-nieve-dvd/?parentCategoryId=999.54220013&color=default
El Halcón Callejero 4 DVDs 1985 Street Hawk,24 €,DVD STORE,9 de enero de 2024,Castellano,,1985,EEUU,646,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A37217771-el-halcon-callejero-4-dvds-1985-street-hawk/?parentCategoryId=999.54220013&color=default
The Matador (The Matador),N/A,,28 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8420172046088-the-matador-the-matador/?parentCategoryId=999.54220013&color=default
Desaparecido en Combate 2 BD 1985 Missing in Action 2: The Beginning,"13,69 €",DVD STORE,,"Español
Inglés","Español
Francés
Italiano
Inglés",1985,EEUU,95,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A37926042-desaparecido-en-combate-2-bd-1985-missing-in-action-2-the-beginning/?parentCategoryId=999.54220013&color=default
En Busca del Avión Perdido DVD 1981 Race for the Yankee Zephyr,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán",Castellano,1981,Australia,105,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41270703-en-busca-del-avion-perdido-dvd-1981-race-for-the-yankee-zephyr/?parentCategoryId=999.54220013&color=default
The Phantom BLU-RAY 1996 The Phantom,"13,69 €",DVD STORE,,"Italiano
Alemán
Francés
Castellano
Portugués
Inglés
Castellano",Inglés,1996,EEUU,100,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A47752086-the-phantom-blu-ray-1996-the-phantom/?parentCategoryId=999.54220013&color=default
Los Cañones de San Sebastián La bataille de San Sebastian,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Francés","Castellano
Inglés",1968,Francia,115,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A40780051-los-canones-de-san-sebastian-la-bataille-de-san-sebastian/?parentCategoryId=999.54220013&color=default
"Fuga Mortal 2 discos BLU-RAY,DVD DVD de Extras con Funda y 8 Postales 1993 Joshua Tree","21,19 €",DVD STORE,9 de enero de 2024,"Alemán
Francés
Inglés
Castellano","Francés
Alemán
Portugués
Castellano
Inglés",1993,EEUU,102,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A46616027-fuga-mortal-2-discos-blu-raydvd-dvd-de-extras-con-funda-y-8-postales-1993-joshua-tree/?parentCategoryId=999.54220013&color=default
Policías corruptos,N/A,DVD STORE,9 de enero de 2024,Inglés,Español,2016,EEUU,120,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A24360571-policias-corruptos/?parentCategoryId=999.54220013&color=default
Parada en el Infierno DVD 2016 Stop Over In Hell,"12,44 €",DVD STORE,9 de enero de 2024,"Español
Inglés",,2016,España,91,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A25224375-parada-en-el-infierno-dvd-2016-stop-over-in-hell/?parentCategoryId=999.54220013&color=default
"Apunta, Dispara y Corre Running Scared","13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés
Castellano","Francés
Alemán
Italiano
Castellano
Inglés",2006,EEUU,107,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41590310-apunta-dispara-y-corre-running-scared/?parentCategoryId=999.54220013&color=default
Gunsmoke - El último Apache,"9,94 €",DVD STORE,,Castellano,Español,1990,EEUU,94,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_33152-gunsmoke-el-ultimo-apache/?parentCategoryId=999.54220013&color=default
El Pirata De La Isla Tortuga (L´aventureiro Della Tortuga),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8437003111631-el-pirata-de-la-isla-tortuga-laventureiro-della-tortuga/?parentCategoryId=999.54220013&color=default
Gunsmoke - El pistolero de Dodge,"9,94 €",DVD STORE,9 de enero de 2024,Castellano,Español,1953,EEUU,100,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_35139-gunsmoke-el-pistolero-de-dodge/?parentCategoryId=999.54220013&color=default
Ambición Maldita The Yellow Mountain,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1954,EEUU,75,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A34973758-ambicion-maldita-the-yellow-mountain/?parentCategoryId=999.54220013&color=default
Cartouche BD 1962,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán
Francés","Alemán
Italiano
Castellano
Inglés",1962,Francia,116,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41590316-cartouche-bd-1962/?parentCategoryId=999.54220013&color=default
PETER GUNN,"9,94 €",DVD STORE,,"Castellano
Inglés",,1958,EEUU,90,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_22046-peter-gunn/?parentCategoryId=999.54220013&color=default
Caza al Sol 1978 Shoot the Sun Down,N/A,DVD STORE,9 de enero de 2024,Castellano,Español,1978,EEUU,100,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_33150-caza-al-sol-1978-shoot-the-sun-down/?parentCategoryId=999.54220013&color=default
Wendy BLU-RAY 2020 Wendy,"14,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano","Castellano
Inglés",2020,EEUU,111,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46484087-wendy-blu-ray-2020-wendy/?parentCategoryId=999.54220013&color=default
Proyecto Androide (The Questor Tapes),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022325289-proyecto-androide-the-questor-tapes/?parentCategoryId=999.54220013&color=default
El poder de las armas,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés",Español,2016,EEUU,85,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A27418755-el-poder-de-las-armas/?parentCategoryId=999.54220013&color=default
Raw Force - Invasores de la Tumba de Jade BD 1982,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés",Español,1982,Filipinas,88,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A29863194-raw-force-invasores-de-la-tumba-de-jade-bd-1982/?parentCategoryId=999.54220013&color=default
Águila de Acero II BD 1988 Iron Eagle II,"13,69 €",DVD STORE,9 de enero de 2024,Español,"Español
Alemán
Portugués
Inglés",1988,Canadá,99,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A44447633-aguila-de-acero-ii-bd-1988-iron-eagle-ii/?parentCategoryId=999.54220013&color=default
"Dragón, Nace la Leyenda BD 2016 Birth of the Dragon",N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2016,EEUU,95,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45983972-dragon-nace-la-leyenda-bd-2016-birth-of-the-dragon/?parentCategoryId=999.54220013&color=default
ENEMIGOS DEL REY (DVD),"6,19 €",,15 de marzo de 2018,"Inglés
Inglés",Español,1952,,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0008555_8436548860233-enemigos-del-rey-dvd/?parentCategoryId=999.54220013&color=default
El Arte de la Guerra The Art of War,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Holandés
Francés
Italiano
Castellano
Inglés",2000,EEUU,116,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A34973761-el-arte-de-la-guerra-the-art-of-war/?parentCategoryId=999.54220013&color=default
EL REGRESO DEL HOMBRE DE CIPOL,N/A,DVD STORE,9 de enero de 2024,Castellano,Español,2015,EEUU,96,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_24475-el-regreso-del-hombre-de-cipol/?parentCategoryId=999.54220013&color=default
La Diligencia de los Presos 1965 Convict Stage,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,1965,EEUU,71,Para todos los públicos,https://www.elcorteingles.es/cine/A8886799-la-diligencia-de-los-presos-1965-convict-stage/?parentCategoryId=999.54220013&color=default
ABIERTO HASTA AMANECER 2 (DVD),N/A,,15 de marzo de 2018,",",,1999,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8435153737480-abierto-hasta-amanecer-2-dvd/?parentCategoryId=999.54220013&color=default
La Ruta del Caribú 1949,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Portugués",1949,EEUU,81,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_34697-la-ruta-del-caribu-1949/?parentCategoryId=999.54220013&color=default
Amenazados (DVD),N/A,Vértice Cine,17 de febrero de 2017,",",,,,,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine6810-amenazados-dvd/?parentCategoryId=999.54220013&color=default
Los Zero Boys The Zero Boys,"14,94 €",DVD STORE,,"Castellano
Inglés
Francés","Portugués
Castellano
Inglés",1986,EEUU,89,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46484088-los-zero-boys-the-zero-boys/?parentCategoryId=999.54220013&color=default
Rounders,N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8435153736179-rounders/?parentCategoryId=999.54220013&color=default
