Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
HOMICIDIO VOLUMEN 2,"13,90 €",DVD STORE,9 de enero de 2024,Castellano,,2004,EEUU,720,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_20778-homicidio-volumen-2/?parentCategoryId=999.54220013&color=default
VALKIRIA (DVD),N/A,,1 de mayo de 2016,"Inglés
Inglés
Inglés",Español,,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8435153659904-valkiria-dvd/?parentCategoryId=999.54220013&color=default
El Príncipe de los Zorros BDr 1949 Prince of Foxes,N/A,DVD STORE,9 de enero de 2024,Español,Español,1949,EEUU,107,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A40437115-el-principe-de-los-zorros-bdr-1949-prince-of-foxes/?parentCategoryId=999.54220013&color=default
Los Siete Magnificos Del Espacio (Battle Beyond The Stars),N/A,,7 de diciembre de 2017,Castellano,"Español
Español
Español",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/A47541692-los-siete-magnificos-del-espacio-battle-beyond-the-stars/?parentCategoryId=999.54220013&color=default
MEA CULPA (DVD),N/A,,1 de mayo de 2016,"Catalán
Catalán
Catalán",Español,,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A16733985-mea-culpa-dvd/?parentCategoryId=999.54220013&color=default
África Bajo el Mar DVD 1953 Africa sotto i mari,"9,94 €",DVD STORE,9 de enero de 2024,"Español
Italiano",Español,1953,Italia,90,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A29863159-africa-bajo-el-mar-dvd-1953-africa-sotto-i-mari/?parentCategoryId=999.54220013&color=default
Requiescant: Descanse en paz,"13,69 €",DVD STORE,9 de enero de 2024,Castellano,"Español
Inglés
Portugués",1967,Italia,107,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A18208033-requiescant-descanse-en-paz/?parentCategoryId=999.54220013&color=default
Al Infierno la Policía 1988,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés","Español
Portugués",1988,España,87,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_32342-al-infierno-la-policia-1988/?parentCategoryId=999.54220013&color=default
Evasión o Victoria Victory,N/A,DVD STORE,9 de enero de 2024,Español,"Español
Alemán
Portugués
Inglés",1981,EEUU,116,Para todos los públicos,https://www.elcorteingles.es/cine/A29863202-evasion-o-victoria-victory/?parentCategoryId=999.54220013&color=default
Amor a Quemarropa BD edición especial con Funda + Postales + Tatoo,"16,19 €",DVD STORE,,"Castellano
Castellano
Inglés","Portugués
Castellano
Inglés",1993,EEUU,120,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41270715-amor-a-quemarropa-bd-edicion-especial-con-funda--postales--tatoo/?parentCategoryId=999.54220013&color=default
El Terror Del Mas Alla (Blu-Ray) (It! The Terror From Beyond Space),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Castellano,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558191488-el-terror-del-mas-alla-blu-ray-it-the-terror-from-beyond-space/?parentCategoryId=999.54220013&color=default
RABIA ASESINA (DVD),N/A,,22 de marzo de 2018,Español,Español,2010,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8437008490625-rabia-asesina-dvd/?parentCategoryId=999.54220013&color=default
Volcano,"14,94 €",DVD STORE,,"Inglés
Italiano
Alemán
Francés
Castellano
Catalán
Español","Francés
Alemán
Italiano
Portugués
Castellano
Inglés
Castellano",1997,EEUU,104,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45397911-volcano/?parentCategoryId=999.54220013&color=default
Street Fighter: Assassin's Fit (DVD),N/A,"TEMA DISTRIBUCIONES DISCOGRAFICAS, S.L.",26 de mayo de 2017,",",,,,98,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine8073-street-fighter-assassins-fit-dvd/?parentCategoryId=999.54220013&color=default
Vuelo A Tánger Flight To Tangier,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,1953,EEUU,90,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A23312050-vuelo-a-tanger-flight-to-tangier/?parentCategoryId=999.54220013&color=default
Re-Animator 2 Metamorphosis,"11,19 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Italiano","Francés
Castellano
Inglés",1990,Italia,95,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A39167873-re-animator-2-metamorphosis/?parentCategoryId=999.54220013&color=default
LA MUJER DE FUEGO,"11,19 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1983,EEUU,90,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_14845-la-mujer-de-fuego/?parentCategoryId=999.54220013&color=default
Los centinelas (Blu-Ray),N/A,Llamentol,23 de noviembre de 2016,",",,,,96,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_cine36435-los-centinelas-blu-ray/?parentCategoryId=999.54220013&color=default
Jim West 1965: Temporada 4 Volumen 1,"19,90 €",DVD STORE,9 de enero de 2024,"Inglés
Español",,1968,EEUU,600,Para todos los públicos,https://www.elcorteingles.es/cine/A28899605-jim-west-1965-temporada-4-volumen-1/?parentCategoryId=999.54220013&color=default
El Último Guerrero 1995,"10,90 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1995,EEUU,92,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_32740-el-ultimo-guerrero-1995/?parentCategoryId=999.54220013&color=default
Presidio Prison,N/A,DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1988,EEUU,108,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_29459-presidio-prison/?parentCategoryId=999.54220013&color=default
Ser o No Ser DVD 1942 To Be or Not to Be,"9,94 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1942,EEUU,93,Para todos los públicos,https://www.elcorteingles.es/cine/A31630835-ser-o-no-ser-dvd-1942-to-be-or-not-to-be/?parentCategoryId=999.54220013&color=default
EL PROFESIONAL,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Francés
Portugués
Inglés",1981,Francia,108,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A41463544-el-profesional/?parentCategoryId=999.54220013&color=default
El Retorno del Bandolero 1948 Return of the Bad Men,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1948,EEUU,90,Para todos los públicos,https://www.elcorteingles.es/cine/A7983214-el-retorno-del-bandolero-1948-return-of-the-bad-men/?parentCategoryId=999.54220013&color=default
Avalancha 1978,"13,69 €",DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1978,EEUU,91,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_34183-avalancha-1978/?parentCategoryId=999.54220013&color=default
Policia contra la droga,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés","Español
Portugués",1988,España,90,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_32569-policia-contra-la-droga/?parentCategoryId=999.54220013&color=default
MR 73 (DVD),N/A,,22 de marzo de 2018,"Catalán
Catalán
Catalán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8437007798548-mr-73-dvd/?parentCategoryId=999.54220013&color=default
Viejos muchachos,"9,94 €",DVD STORE,9 de enero de 2024,Dato no disponible,Español,2017,Francia,130,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_35994-viejos-muchachos/?parentCategoryId=999.54220013&color=default
Rare Exports : Un Cuento Gamberro De Navidad,N/A,,7 de diciembre de 2017,Rumano,Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8435153725029-rare-exports--un-cuento-gamberro-de-navidad/?parentCategoryId=999.54220013&color=default
Tierra Generosa (Canyon Passage),N/A,,7 de diciembre de 2017,Inglés,"Español
Español",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558191273-tierra-generosa-canyon-passage/?parentCategoryId=999.54220013&color=default
La montaña siniestra The Mountain,"16,53 €",DVD STORE,9 de enero de 2024,",",,2018,EEUU,105,Para todos los públicos,https://www.elcorteingles.es/cine/A44447635-la-montana-siniestra-the-mountain/?parentCategoryId=999.54220013&color=default
ZOMBIS NAZIS 2 (DVD),N/A,,22 de marzo de 2018,"Alemán
Alemán
Alemán
Alemán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8436540906441-zombis-nazis-2-dvd/?parentCategoryId=999.54220013&color=default
Operación Soldados de Juguete BDr 1991 Toy Soldiers,"12,44 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1991,EEUU,112,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A18538986-operacion-soldados-de-juguete-bdr-1991-toy-soldiers/?parentCategoryId=999.54220013&color=default
SALVAJE Y LIBRE,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,2018,Reino Unido,100,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_28290-salvaje-y-libre/?parentCategoryId=999.54220013&color=default
Nunca Es Pronto Para Morir BD 1986 Never Too Young to Die,"13,69 €",DVD STORE,,"Castellano
Inglés",Castellano,1986,EEUU,96,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41590311-nunca-es-pronto-para-morir-bd-1986-never-too-young-to-die/?parentCategoryId=999.54220013&color=default
La Ruta del Opio 1972 Afyon oppio,4 €,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Portugués",1972,Italia,100,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_22025-la-ruta-del-opio-1972-afyon-oppio/?parentCategoryId=999.54220013&color=default
Ip Man BLU RAY Edición Especial Numerada y Limitada con Funda y 8 Postales 2008,"20,95 €",DVD STORE,9 de enero de 2024,Español,"Español
Portugués
Inglés",2008,Hong-Kong,106,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A36884300-ip-man-blu-ray-edicion-especial-numerada-y-limitada-con-funda-y-8-postales-2008/?parentCategoryId=999.54220013&color=default
Simbad Y El Ojo Del Tigre,"12,44 €",DVD STORE,9 de enero de 2024,"Inglés
Francés","Español
Portugués
Inglés",1977,Reino Unido,113,Para todos los públicos,https://www.elcorteingles.es/cine/A40219786-simbad-y-el-ojo-del-tigre/?parentCategoryId=999.54220013&color=default
SHINOBI (DVD),N/A,,22 de marzo de 2018,"Catalán
Catalán
Catalán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A16745523-shinobi-dvd/?parentCategoryId=999.54220013&color=default
El Baron Rojo (Blu-Ray) (Bd-R) (Von Richthofen And Brown),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Inglés,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436548862152-el-baron-rojo-blu-ray-bd-r-von-richthofen-and-brown/?parentCategoryId=999.54220013&color=default
CORAZA NEGRA,"11,19 €",DVD STORE,9 de enero de 2024,Español,"Español
Portugués",1954,EEUU,99,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_1569-coraza-negra/?parentCategoryId=999.54220013&color=default
NON-STOP (SIN ESCALAS) (DVD),N/A,,15 de marzo de 2018,"Inglés
Inglés
Inglés","Catalán
Catalán",,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8422632056606-non-stop-sin-escalas-dvd/?parentCategoryId=999.54220013&color=default
La carrera de la muerte del año 2000 (Blu-Ray),N/A,JRB Producción,7 de abril de 2025,Inglés,Castellano,,,93,Para todos los públicos,https://www.elcorteingles.es/cine/A12946476-la-carrera-de-la-muerte-del-ano-2000-blu-ray/?parentCategoryId=999.54220013&color=default
LA TORRE DEL INFIERNO (DVD),N/A,,22 de marzo de 2018,"Cantonés
Cantonés",Español,2013,,,Para todos los públicos,https://www.elcorteingles.es/cine/A12892119-la-torre-del-infierno-dvd/?parentCategoryId=999.54220013&color=default
UN CEREBRO DE UN BILLON DE DOLARES,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1967,Reino Unido,111,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_11331-un-cerebro-de-un-billon-de-dolares/?parentCategoryId=999.54220013&color=default
Bloodrayne 2 : Deliverance (Blu-Ray + Dvd) (Bloodrayne II: Deliverance),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436533825421-bloodrayne-2--deliverance-blu-ray--dvd-bloodrayne-ii-deliverance/?parentCategoryId=999.54220013&color=default
El Campeón del Videojuego BD 1989 The Wizard,"13,69 €",DVD STORE,9 de enero de 2024,Español,Español,1989,EEUU,99,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A31188686-el-campeon-del-videojuego-bd-1989-the-wizard/?parentCategoryId=999.54220013&color=default
La fuerza de la venganza Avenging Force,N/A,DVD STORE,9 de enero de 2024,",",,1986,EEUU,104,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A44447636-la-fuerza-de-la-venganza-avenging-force/?parentCategoryId=999.54220013&color=default
Último Tren A Katanga BD 1968 The Mercenaries,"15,70 €",DVD STORE,,"Inglés
Español","Español
Inglés",1968,Reino Unido,100,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A30894074-ultimo-tren-a-katanga-bd-1968-the-mercenaries/?parentCategoryId=999.54220013&color=default
El Cuentacuentos: Mitos Griegos DVD 1990 The Storyteller: Greek Myths,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán
Francés
Inglés","Francés
Alemán
Portugués
Castellano
Inglés",1990,Reino Unido,96,Para todos los públicos,https://www.elcorteingles.es/cine/A41270706-el-cuentacuentos-mitos-griegos-dvd-1990-the-storyteller-greek-myths/?parentCategoryId=999.54220013&color=default
La Ruta del Caribú 1949,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Portugués",1949,EEUU,78,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_34698-la-ruta-del-caribu-1949/?parentCategoryId=999.54220013&color=default
Pajaros De Fuego (Fire Birds),N/A,,7 de diciembre de 2017,Dato no disponible,,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558191655-pajaros-de-fuego-fire-birds/?parentCategoryId=999.54220013&color=default
Desafío a la Muerte BD 2007 Until Death,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2007,EEUU,106,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A42260072-desafio-a-la-muerte-bd-2007-until-death/?parentCategoryId=999.54220013&color=default
Spy Kids2: La isla de los sueños perdidos (Blu-Ray),N/A,"SAVOR EDICIONES, S.A.",23 de noviembre de 2016,",",,,,,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine35916-spy-kids2-la-isla-de-los-suenos-perdidos-blu-ray/?parentCategoryId=999.54220013&color=default
SOPLO SALVAJE (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés","Español
Español",1953,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8436548860387-soplo-salvaje-dvd/?parentCategoryId=999.54220013&color=default
The Blue Iguana DVD 1988,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1988,EEUU,90,Para todos los públicos,https://www.elcorteingles.es/cine/A28275928-the-blue-iguana-dvd-1988/?parentCategoryId=999.54220013&color=default
Gladiator,N/A,DVD STORE,9 de enero de 2024,"Castellano
Alemán","Alemán
Italiano
Inglés",2000,EEUU,98,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A35395537-gladiator/?parentCategoryId=999.54220013&color=default
"Rob Roy, La Pasión De Un Rebelde BD 1995","13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Alemán
Francés
Inglés","Francés
Alemán
Portugués
Castellano
Inglés",1995,EEUU,139,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41590314-rob-roy-la-pasion-de-un-rebelde-bd-1995/?parentCategoryId=999.54220013&color=default
SHERLOCK HOLMES Y EL ARMA SECRETA,"8,95 €",DVD STORE,9 de enero de 2024,Castellano,Español,1942,EEUU,68,Para todos los públicos,https://www.elcorteingles.es/cine/A14576145-sherlock-holmes-y-el-arma-secreta/?parentCategoryId=999.54220013&color=default
Prácticamente muerto (DVD),N/A,"SAVOR EDICIONES, S.A.",2 de noviembre de 2016,"Italiano
Francés
Castellano","Castellano
Portugués
Inglés
Noruego
Árabe
Checo
Danés
Húngaro
Polaco",,,80,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine6680-practicamente-muerto-dvd/?parentCategoryId=999.54220013&color=default
Spy Kids (Blu-Ray),N/A,"SAVOR EDICIONES, S.A.",23 de noviembre de 2016,Castellano,Inglés,,,130,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_cine35918-spy-kids-blu-ray/?parentCategoryId=999.54220013&color=default
El León de Esparta (The 300 Spartans),N/A,,7 de diciembre de 2017,"Alemán
Alemán
Alemán
Alemán
Alemán","Alemán
Alemán
Alemán
Alemán
Alemán",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8420266921796-el-leon-de-esparta-the-300-spartans/?parentCategoryId=999.54220013&color=default
Bangkok Dangerous (Blu-Ray),N/A,,27 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8435153639128-bangkok-dangerous-blu-ray/?parentCategoryId=999.54220013&color=default
Aventuras en el Sahara BDr 1983 Sahara,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés",,1983,EEUU,106,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45697511-aventuras-en-el-sahara-bdr-1983-sahara/?parentCategoryId=999.54220013&color=default
El Rio de la Muerte,"6,85 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1989,EEUU,103,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/MP_0000572_33792-el-rio-de-la-muerte/?parentCategoryId=999.54220013&color=default
Kickboxer Venganza BD Ed. Especial Limitada con Funda y Postales 2016 Kickboxer: Vengeance,N/A,DVD STORE,9 de enero de 2024,Español,"Español
Inglés",2016,EEUU,90,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A44447631-kickboxer-venganza-bd-ed-especial-limitada-con-funda-y-postales-2016-kickboxer-vengeance/?parentCategoryId=999.54220013&color=default
Comando Leopardo (Kommando Leopard),N/A,,7 de diciembre de 2017,"Castellano
Castellano","Español
Español",,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436533824028-comando-leopardo-kommando-leopard/?parentCategoryId=999.54220013&color=default
El Rio de la Muerte,13 €,DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1989,EEUU,107,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_33788-el-rio-de-la-muerte/?parentCategoryId=999.54220013&color=default
CAMINO SIN RETORNO (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés",,1997,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8426320005440-camino-sin-retorno-dvd/?parentCategoryId=999.54220013&color=default
Doble Identidad (Blu-Ray) (Fake Identity),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Castellano,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8435153712784-doble-identidad-blu-ray-fake-identity/?parentCategoryId=999.54220013&color=default
Thor,"16,90 €",DVD STORE,9 de enero de 2024,"Francés
Castellano
Inglés","Holandés
Francés
Castellano
Inglés",2011,EEUU,115,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A16748885-thor/?parentCategoryId=999.54220013&color=default
EL VALLE DE LOS MAORIES (DVD),N/A,"SOTELYSA, S.L.",9 de agosto de 2017,Inglés,"Castellano
Portugués
Inglés
Sueco
Alemán
Danés
Finlandés
Griego
Hindú",,,80,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_cine6779-el-valle-de-los-maories-dvd/?parentCategoryId=999.54220013&color=default
Aventura En Shanghai (The Shanghai Story),N/A,,7 de diciembre de 2017,"Castellano
Castellano",,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436558190740-aventura-en-shanghai-the-shanghai-story/?parentCategoryId=999.54220013&color=default
Kingsman: El Circulo De Oro Bluray Digibook,"12,44 €",DVD STORE,,"Español
Inglés
Ruso
Ucraniano","Español
Ruso
Ucraniano
Inglés",2017,Reino Unido,141,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A30463137-kingsman-el-circulo-de-oro-bluray-digibook/?parentCategoryId=999.54220013&color=default
EL HIJO DEL PISTOLERO,N/A,DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1965,EEUU,85,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_18075-el-hijo-del-pistolero/?parentCategoryId=999.54220013&color=default
MARCO ANTONIO Y CLEOPATRA (DVD),N/A,,22 de marzo de 2018,"Español
Español
Español",Español,1972,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8420172054489-marco-antonio-y-cleopatra-dvd/?parentCategoryId=999.54220013&color=default
EN SOLITARIO,12 €,DVD STORE,9 de enero de 2024,",","Español
Catalán",2013,Francia,96,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A16745880-en-solitario/?parentCategoryId=999.54220013&color=default
Who am i,N/A,DVD STORE,9 de enero de 2024,Castellano,Español,2014,Alemania,102,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A26921129-who-am-i/?parentCategoryId=999.54220013&color=default
La hora cero (DVD),N/A,CAMEO MEDIA S.L.,2 de noviembre de 2016,"Italiano
Castellano","Castellano
Sueco
Inglés
Danés
Noruego
Finés",,,94,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine7865-la-hora-cero-dvd/?parentCategoryId=999.54220013&color=default
Yankee Buccaneer,N/A,,7 de diciembre de 2017,"Castellano
Castellano",,,España,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0008858_8436558193178-yankee-buccaneer/?parentCategoryId=999.54220013&color=default
Bloodshot - Edición Especial Metálica,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán
Turco","Español
Alemán
Turco
Inglés",2020,EEUU,109,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A35379139-bloodshot-edicion-especial-metalica/?parentCategoryId=999.54220013&color=default
MONSTERS (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés",Español,2010,,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0008555_8437011639158-monsters-dvd/?parentCategoryId=999.54220013&color=default
Dick Tracy,N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,,https://www.elcorteingles.es/cine/MP_0008858_8436022323711-dick-tracy/?parentCategoryId=999.54220013&color=default
Replicant BD 2001,N/A,DVD STORE,9 de enero de 2024,"Francés
Castellano
Inglés","Francés
Portugués
Castellano
Inglés",2001,EEUU,100,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A39865742-replicant-bd-2001/?parentCategoryId=999.54220013&color=default
EL RETORNO DE LOS HERMANOS CORSOS,N/A,DVD STORE,9 de enero de 2024,Dato no disponible,Español,1941,EEUU,81,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_29470-el-retorno-de-los-hermanos-corsos/?parentCategoryId=999.54220013&color=default
Los conspiradores,"13,95 €",DVD STORE,9 de enero de 2024,Inglés,Español,1944,EEUU,107,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A24360573-los-conspiradores/?parentCategoryId=999.54220013&color=default
El Pirata De La Costa (I Pirati Della Costa),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8436022967922-el-pirata-de-la-costa-i-pirati-della-costa/?parentCategoryId=999.54220013&color=default
LOS TALADORES,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Portugués",1987,EEUU,90,Para todos los públicos,https://www.elcorteingles.es/cine/A13450139-los-taladores/?parentCategoryId=999.54220013&color=default
Cuba,14 €,DVD STORE,,Inglés,Español,1979,EEUU,122,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A20596075-cuba/?parentCategoryId=999.54220013&color=default
EL ULTIMO PASAJERO (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés",Español,2013,,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A12505489-el-ultimo-pasajero-dvd/?parentCategoryId=999.54220013&color=default
EL JURAMENTO DEL CORSARIO NEGRO,"9,94 €",DVD STORE,9 de enero de 2024,Castellano,,1971,Italia,114,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_30071-el-juramento-del-corsario-negro/?parentCategoryId=999.54220013&color=default
Mimic,N/A,,7 de diciembre de 2017,"Castellano
Castellano","Castellano
Castellano
Castellano",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8435153736216-mimic/?parentCategoryId=999.54220013&color=default
A Toda Marcha 1985 DVD Tuff Turf,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,1985,EEUU,82,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A26584989-a-toda-marcha-1985-dvd-tuff-turf/?parentCategoryId=999.54220013&color=default
El Corsario Escarlata Swashbuckler,"9,94 €",DVD STORE,9 de enero de 2024,Castellano,Español,1976,EEUU,101,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_32530-el-corsario-escarlata-swashbuckler/?parentCategoryId=999.54220013&color=default
La carretera (DVD),N/A,"SAVOR EDICIONES, S.A.",2 de noviembre de 2016,Inglés,"Castellano
Inglés",,,113,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine6506-la-carretera-dvd/?parentCategoryId=999.54220013&color=default
Manhattan Sur (Year Of The Dragon),N/A,,7 de diciembre de 2017,"Castellano
Castellano","Español
Español",,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436558194700-manhattan-sur-year-of-the-dragon/?parentCategoryId=999.54220013&color=default
EL GRAN MITCHELL,"13,10 €",DVD STORE,9 de enero de 2024,Castellano,Español,1975,Reino Unido,118,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_17859-el-gran-mitchell/?parentCategoryId=999.54220013&color=default
La Leyenda de Billy el Niño 1950,"9,94 €",DVD STORE,9 de enero de 2024,Inglés,Español,1950,EEUU,78,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_35457-la-leyenda-de-billy-el-nino-1950/?parentCategoryId=999.54220013&color=default
LA DESTRUCCION DE CORINTO,N/A,,15 de marzo de 2018,"Inglés
Inglés",Español,1962,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8420018333167-la-destruccion-de-corinto/?parentCategoryId=999.54220013&color=default
"Sandokan (1964) (Sandokan, La Tigre De Mompracem)",N/A,,7 de diciembre de 2017,Castellano,Inglés,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436022965027-sandokan-1964-sandokan-la-tigre-de-mompracem/?parentCategoryId=999.54220013&color=default
